LOAN_DATE,LOAN_TYPE,CAR_YEAR,CAR_MAKE,CAR_MODEL,days in inv,PRICE,AMT FIN,DOWN PMT,PMT,ACV,TOT RECON,GROSS
 1/22/21,SL,2015,KIA,FORTE LX,187,"11,995.00","12,432.45","1,000.00",200.00,"5,520.00",775.73,"5,699.27"
 1/15/21,CD,2003,CHEVROLET,TRAILBLAZE,195,"1,000.00","1,480.25",0.00,"1,480.25",500.00,0.00,500.00
 1/28/21,WH,2009,FORD,F150,194,"5,250.00","5,250.00",0.00,"5,250.00","4,950.00",0.00,300.00
 2/27/21,SL,2018,CHEVROLET,IMPALA LT (1LT),174,"20,995.00","18,554.80","4,000.00",130.00,"13,050.00",0.00,"7,945.00"
 3/30/21,SL,2010,TOYOTA,COROLLA BASE; S; LE;,125,"11,495.00","11,459.95","1,000.00",200.00,"5,030.00","1,001.18","5,463.82"
 3/17/21,SL,2013,KIA,RIO LX,146,"10,995.00","11,148.90","1,000.00",160.00,"4,220.00","1,707.11","5,067.89"
 2/24/21,SL,2011,HONDA,PILOT,145,"10,995.00","10,148.90","1,000.00",450.00,"3,675.00","2,040.17","5,279.83"
 2/10/21,SL,2009,HONDA,ACCORD,194,"9,995.00","10,486.45",600.00,200.00,"3,525.00","1,064.52","5,405.48"
 7/23/21,WH,2013,CHEVROLET,IMPALA LT (FLEET),14,"4,785.00","4,785.00",0.00,"4,785.00","3,575.00",640.34,569.66
 4/20/21,SL,2011,TOYOTA,CAMRY BASE; SE; LE;,104,"13,495.00","12,804.85","2,000.00",100.00,"6,185.00","1,109.12","6,200.88"
 5/14/21,SL,2010,HONDA,CR-V EX-L,97,"13,995.00","14,621.15",500.00,215.00,"6,770.00","1,614.61","5,610.39"
 3/29/21,SL,2009,NISSAN,TITAN SE; LE; XE,141,"16,995.00","16,307.10","2,000.00",130.00,"9,040.00","1,380.50","6,574.50"
 6/9/21,SL,2009,HONDA,PILOT EXL,50,"15,495.00","15,654.65","1,000.00",125.00,"7,230.00","1,769.83","6,495.17"
 4/5/21,SL,2012,FORD,EXPLORER,120,"15,995.00","15,745.00","1,500.00",225.00,"7,375.00",0.00,"8,620.00"
 1/27/21,WH,2004,HONDA,CR-V,547,500.00,500.00,0.00,500.00,500.00,75.00,-75.00
 2/17/21,SL,2009,LEXUS,IS 250,341,"9,995.00","10,085.05","1,000.00",100.00,"2,500.00","1,862.37","5,632.63"
 1/14/21,SL,2013,HYUNDAI,SONATA,1273,"12,995.00","13,777.00","1,000.00",210.00,"4,500.00","3,150.28","5,344.72"
 1/22/21,SL,2014,CHEVROLET,CAMARO 2LT,308,"19,995.00","16,991.70","4,000.00",260.00,"14,070.00",657.98,"5,267.02"
 5/15/21,SL,2019,TOYOTA,COROLLA CE; S; LE,119,"19,495.00","18,966.20","2,000.00",125.00,"11,890.00",840.38,"6,764.62"
 3/16/21,SL,2016,HYUNDAI,ACCENT SE,167,"11,995.00","12,513.80",700.00,100.00,"5,760.00",613.98,"5,621.02"
 3/2/21,SL,2016,TOYOTA,CAMRY SE; LE; XLE; X,330,"18,995.00","17,872.35","2,500.00",115.00,"12,080.00","1,117.40","5,797.60"
 2/27/21,SL,2012,HONDA,CR-V,217,"16,995.00","17,511.30",800.00,225.00,"8,425.00",443.16,"8,126.84"
 6/25/21,SL,2018,TOYOTA,COROLLA,35,"16,995.00","17,029.55","1,500.00",125.00,"10,900.00",963.30,"5,131.70"
 1/20/21,SL,2014,TOYOTA,TUNDRA SR5; 1794 EDI,190,"33,428.49","30,274.25","6,000.00",200.00,"25,810.00",612.78,"7,005.71"
 1/21/21,SL,2007,TOYOTA,TUNDRA SR5,193,"16,795.00","17,899.35",700.00,260.00,"7,000.00","2,828.83","6,966.17"
 5/28/21,SL,2013,TOYOTA,RAV4,607,"15,995.00","16,820.60",150.00,260.00,"7,950.00","2,041.65","6,003.35"
 2/5/21,SL,2015,TOYOTA,COROLLA,186,"10,995.00","11,771.00",100.00,200.00,"3,300.00",704.92,"6,990.08"
 4/2/21,SL,2013,TOYOTA,RAV4,216,"17,995.00","18,093.05","1,500.00",120.00,"7,625.00","4,598.34","5,771.66"
 2/12/21,SL,2015,HYUNDAI,ELANTRA,354,"13,995.00","14,119.40","1,000.00",200.00,"6,350.00","1,918.31","5,726.69"
 1/14/21,WH,2013,HYUNDAI,SONATA,277,"4,350.00","4,350.00",0.00,"4,350.00","3,700.00",0.00,650.00
 4/8/21,SL,2010,MAZDA,MAZDA6 I SV; I SPORT,112,"13,995.00","14,239.75","1,100.00",220.00,"4,710.00","3,403.16","5,881.84"
 1/23/21,SL,2015,CHEVROLET,CAMARO 2LS,265,"16,995.00","21,889.31","1,000.00",165.00,"11,500.00","2,404.20","3,090.80"
 5/3/21,SL,2017,CHEVROLET,TRAX,109,"14,995.00","12,172.40","4,000.00",225.00,"5,325.00","3,095.13","6,574.87"
 2/4/21,OF,2018,CHEVROLET,EQUINOX,249,"19,816.00","22,999.85",0.00,"22,999.85","14,750.00",887.96,"4,178.04"
 2/11/21,SL,2017,HYUNDAI,ACCENT,249,"11,995.00","11,931.70","1,000.00",100.00,"5,100.00","1,270.91","5,624.09"
 1/26/21,SL,2012,SCION,XB,184,"8,495.00","11,239.42",0.00,200.00,"2,350.00","1,646.41","4,498.59"
 7/15/21,SL,2009,TOYOTA,VENZA BASE,20,"13,995.00","14,522.55",100.00,250.00,"7,640.00",120.00,"6,235.00"
 5/21/21,SL,2012,TOYOTA,CAMRY SE; LE; XLE,72,"13,995.00","14,340.10","1,000.00",200.00,"7,840.00",923.58,"5,231.42"
 6/3/21,WH,2011,ACURA,MDX TECHNOLOGY PACKA,70,"8,492.00","8,492.00",0.00,"8,492.00","7,210.00",120.00,"1,162.00"
 5/15/21,SL,2013,HYUNDAI,ELANTRA GLS; LIMITED,85,"13,495.00","13,527.30","1,000.00",100.00,"6,810.00","1,182.29","5,502.71"
 5/6/21,SL,2013,HONDA,ACCORD SPORT,83,"16,495.00","16,778.50","1,000.00",240.00,"9,480.00","1,072.64","5,942.36"
 7/12/21,SL,2009,LEXUS,IS 250,54,"9,995.00","10,366.10",500.00,430.00,"2,000.00",982.60,"7,012.40"
 5/12/21,WH,2013,HYUNDAI,VELOSTER,97,"4,290.00","4,290.00",0.00,"4,290.00","3,710.00",0.00,580.00
 7/2/21,SL,2015,HONDA,ODYSSEY,47,"18,995.00","18,374.10","2,000.00",250.00,"11,000.00","1,248.55","6,746.45"
 5/18/21,WH,2018,KIA,FORTE LX,75,"7,165.00","7,165.00",0.00,"7,165.00","7,165.00",0.00,0.00
 5/18/21,WH,2012,DODGE,RAM 1500,75,"11,187.00","11,187.00",0.00,"11,187.00","11,600.00",0.00,-413.00
 4/30/21,WH,2010,HONDA,ACCORD,97,"4,190.00","4,190.00",0.00,"4,190.00","3,325.00",0.00,865.00
 6/29/21,SL,2017,CHEVROLET,CRUZE LT,40,"16,995.00","16,931.20","1,000.00",250.00,"10,800.00",0.00,"6,195.00"
 6/16/21,SL,2008,HONDA,ACCORD,46,"9,495.00","9,051.55","1,500.00",225.00,"4,000.00","1,271.09","4,223.91"
 7/6/21,SL,2017,TOYOTA,COROLLA CE; S; LE,33,"15,995.00","15,463.95","2,000.00",120.00,"11,500.00",0.00,"4,495.00"
 7/5/21,SL,2015,HYUNDAI,SONATA LIMITED; SPOR,29,"15,995.00","15,684.65","1,500.00",250.00,"10,000.00",0.00,"5,995.00"
 6/25/21,WH,2013,FORD,ESCAPE,56,"2,633.00","2,633.00",0.00,"2,633.00","4,000.00",150.00,"-1,517.00"
 6/17/21,SL,2009,HONDA,ACCORD LX,41,"12,995.00","13,496.95",500.00,200.00,"5,300.00","1,381.91","6,313.09"
 7/1/21,SL,2016,NISSAN,ALTIMA,34,"14,995.00","15,705.98","1,300.00",240.00,"7,325.00",0.00,"7,670.00"
 7/15/21,SL,2015,JEEP,RENEGADE,43,"16,995.00","17,812.35",500.00,275.00,"11,150.00",700.52,"5,144.48"
 4/30/21,WH,2015,CHEVROLET,IMPALA LT (1LT),519,"8,850.00","8,850.00",0.00,"8,850.00","8,850.00",0.00,0.00
 7/26/21,SL,2011,HYUNDAI,ELANTRA GLS; LIMITED,47,"11,995.00","12,493.45",500.00,440.00,"5,510.00",120.00,"6,365.00"
 7/20/21,SL,2013,FORD,EDGE LIMITED,34,"14,495.00","14,089.05","1,500.00",200.00,"8,040.00",120.00,"6,335.00"
 7/22/21,WH,2007,DODGE,NITRO,14,734.00,734.00,0.00,734.00,100.00,0.00,634.00
 7/21/21,SL,2007,HONDA,CR-V LX,8,"11,995.00","12,714.50",500.00,200.00,"4,575.00","1,264.18","6,155.82"
 6/24/21,SL,2012,HYUNDAI,ACCENT GLS,37,"11,995.00","12,493.45",500.00,200.00,"5,150.00","1,303.27","5,541.73"
 5/31/21,SL,2010,HONDA,CR-V LX,70,"14,995.00","15,198.90",500.00,120.00,"9,162.00",596.67,"5,236.33"
 7/12/21,SL,2008,HONDA,CR-V EX-L,35,"11,995.00","12,493.45",500.00,200.00,"6,942.00",0.00,"5,053.00"
 7/17/21,SL,2014,TOYOTA,CAMRY SE; LE; XLE; L,55,"16,495.00","17,280.25",500.00,225.00,"9,480.00","1,881.02","5,133.98"
 7/10/21,SL,2008,LEXUS,RX 350 BASE,22,"12,995.00","13,256.25",800.00,200.00,"7,050.00",0.00,"5,945.00"
 6/11/21,WH,2013,RAM,1500,47,"5,580.00","5,580.00",0.00,"5,580.00","5,580.00",0.00,0.00
 7/17/21,SL,2011,HONDA,ACCORD EX,22,"13,995.00","14,059.05","1,000.00",225.00,"7,840.00",120.00,"6,035.00"
 7/8/21,SL,2010,HONDA,ACCORD EX-L,36,"13,995.00","14,059.05","1,000.00",215.00,"7,640.00",530.00,"5,825.00"
 6/30/21,SL,2014,CHEVROLET,SILVERADO,28,"15,911.69","16,659.84",500.00,125.00,"15,411.69",0.00,500.00
 7/23/21,WH,2013,MITSUBISHI,OUTLANDER,14,"2,065.00","2,065.00",0.00,"2,065.00","1,500.00",210.00,355.00
 4/9/21,CD,2018,FORD,TRANSIT VAN BASE,110,"28,900.00","28,900.00",0.00,"28,900.00","28,900.00",0.00,0.00
 7/20/21,SL,2013,TOYOTA,SIENNA,8,"13,995.00","16,226.27",500.00,240.00,"7,000.00",0.00,"6,995.00"
 7/10/21,SL,2014,MAZDA,MAZDA6 SPORT,28,"14,995.00","14,902.20","1,500.00",225.00,"8,440.00",120.00,"6,435.00"
 7/19/21,SL,2013,HONDA,CIVIC LX,23,"10,995.00","11,429.95",500.00,110.00,"4,910.00",120.00,"5,965.00"
 7/3/21,SL,2014,HONDA,CIVIC LX,34,"12,495.00","13,025.55",500.00,200.00,"6,550.00",0.00,"5,945.00"
 7/3/21,SL,2011,HONDA,CR-V SE,51,"15,995.00","16,648.15",600.00,250.00,"7,740.00","1,032.05","7,222.95"
 5/29/21,SL,2017,TOYOTA,COROLLA CE; S; LE,89,"16,995.00","16,026.05","2,500.00",260.00,"10,680.00",946.36,"5,368.64"
 5/24/21,SL,2011,HONDA,PILOT EXL,72,"15,495.00","14,651.15","2,000.00",460.00,"7,840.00","2,156.47","5,498.53"
 5/25/21,SL,2014,HONDA,CIVIC LX,75,"12,995.00","12,553.80","1,500.00",200.00,"6,810.00",783.52,"5,401.48"
 6/24/21,SL,2010,TOYOTA,TUNDRA SR; SR5,43,"18,495.00","18,103.40","1,800.00",140.00,"11,795.00","2,535.28","4,164.72"
 6/26/21,SL,2012,HONDA,CIVIC EX,40,"12,995.00","13,496.95",500.00,115.00,"7,110.00","1,104.10","4,780.90"
 5/5/21,WH,2011,ACURA,TSX BASE,97,"6,270.00","6,270.00",0.00,"6,270.00","7,110.00",120.00,-960.00
 6/16/21,SL,2011,HONDA,ACCORD LX-P,53,"13,995.00","16,314.25",0.00,125.00,"6,510.00","1,499.93","5,985.07"
 5/18/21,SL,2013,HONDA,ACCORD LX,72,"16,495.00","15,715.00","2,000.00",215.00,"8,385.00","1,491.05","6,618.95"
 6/16/21,SL,2012,TOYOTA,CAMRY SE; LE; XLE,47,"14,995.00","15,182.90","1,000.00",225.00,"7,010.00","1,506.60","6,478.40"
 5/25/21,SL,2014,MAZDA,MAZDA6 TOURING,69,"15,495.00","15,715.00","1,000.00",225.00,"9,040.00",679.09,"5,775.91"
 7/3/21,SL,2015,HYUNDAI,SONATA SE,56,"15,995.00","15,463.95","2,000.00",115.00,"9,480.00","1,372.95","5,142.05"
 5/19/21,SL,2013,HONDA,ACCORD LX,71,"15,995.00","15,965.70","1,500.00",125.00,"10,080.00",747.67,"5,167.33"
 6/28/21,SL,2011,TOYOTA,CAMRY BASE; SE; LE;,35,"12,995.00","13,276.25","1,000.00",215.00,"5,410.00","1,769.07","5,815.93"
 6/23/21,SL,2010,TOYOTA,CAMRY SE; LE; XLE,41,"12,995.00","13,055.55","1,000.00",105.00,"6,510.00","1,356.23","5,128.77"
 5/19/21,SL,2011,HONDA,PILOT EXL-NAVI,75,"16,995.00","18,023.42",500.00,250.00,"9,240.00","1,217.01","6,537.99"
 6/9/21,SL,2013,HYUNDAI,ELANTRA GLS; LIMITED,69,"12,495.00","12,824.85",700.00,105.00,"6,860.00",813.28,"4,821.72"
 6/7/21,SL,2013,HYUNDAI,ELANTRA GT BASE,60,"9,995.00","9,988.20",100.00,350.00,"3,660.00",778.76,"5,556.24"
 4/14/21,SL,2013,TOYOTA,CAMRY SE; LE; XLE,110,"13,995.00","13,868.35","1,250.00",100.00,"6,600.00","1,260.36","6,134.64"
 7/3/21,SL,2013,HONDA,ACCORD,29,"16,495.00","16,778.50","1,000.00",240.00,"10,552.64",0.00,"5,942.36"
 6/24/21,SL,2016,HYUNDAI,ACCENT SE,48,"13,995.00","14,841.85",500.00,125.00,"7,300.00","1,093.88","5,601.12"
 6/17/21,SL,2014,KIA,SEDONA EX; LX,47,"13,495.00","14,310.10",500.00,105.00,"6,925.00",0.00,"6,570.00"
 7/1/21,SL,2015,TOYOTA,CAMRY,28,"16,995.00","17,310.60","1,000.00",240.00,"11,550.00",0.00,"5,445.00"
 7/15/21,SL,2012,HONDA,CR-V,41,"16,995.00","16,250.25","1,000.00",125.00,"10,250.00",0.00,"6,745.00"
 7/23/21,SL,2009,TOYOTA,RAV4 BASE,41,"13,995.00","14,661.15",400.00,230.00,"6,300.00",0.00,"7,695.00"
 5/14/21,SL,2018,TOYOTA,TACOMA SR; SR5; TRD,89,"29,995.00","27,352.60","3,000.00",370.00,"23,100.00",647.24,"6,247.76"
 6/7/21,SL,2012,RAM,1500,57,"16,995.00","16,531.30","1,000.00",150.00,"10,700.00",756.00,"5,539.00"
 5/17/21,SL,2017,KIA,FORTE LX,78,"11,995.00","11,931.70","1,000.00",200.00,"3,855.00",632.59,"7,507.41"
 7/16/21,SL,2017,TOYOTA,COROLLA,35,"15,995.00","16,369.10",500.00,225.00,"10,000.00",0.00,"5,995.00"
 5/28/21,SL,2014,NISSAN,SENTRA,85,"9,995.00","10,386.10",700.00,200.00,"2,000.00","1,223.70","6,771.30"
 5/20/21,WH,2013,DODGE,CHALLENGER SXT,70,"3,890.00","3,890.00",0.00,"3,890.00","3,890.00",0.00,0.00
 6/18/21,SL,2013,FORD,EDGE SEL,47,"14,995.00","15,182.90","1,000.00",230.00,"10,300.00",0.00,"4,695.00"
 6/9/21,SL,2017,KIA,SORENTO LX; L,57,"15,995.00","14,741.50","2,500.00",230.00,"10,100.00",515.03,"5,379.97"
 7/12/21,SL,2014,CHEVROLET,TAHOE,28,"23,995.00","23,471.95","2,500.00",310.00,"16,600.00",0.00,"7,395.00"
 7/24/21,SL,2015,CHEVROLET,IMPALA,35,"15,495.00","16,291.75",500.00,130.00,"9,000.00",0.00,"6,495.00"
 7/13/21,SL,2012,HYUNDAI,ELANTRA GLS; LIMITED,52,"12,995.00","13,356.60",700.00,220.00,"6,310.00",875.73,"5,809.27"
 7/10/21,SL,2008,SCION,XB BASE,37,"10,995.00","10,928.20","1,000.00",225.00,"3,860.00","1,258.54","5,876.46"
 6/10/21,SL,2012,TOYOTA,TUNDRA SR; SR5,54,"20,495.00","24,478.12","2,500.00",350.00,"13,920.00",618.83,"5,956.17"
 7/24/21,SL,2006,SCION,TC BASE,13,"11,995.00","12,212.75","1,000.00",120.00,"4,960.00","1,232.97","5,802.03"
 6/10/21,SL,2012,HONDA,ACCORD SE,57,"13,495.00","14,310.10",500.00,225.00,"7,010.00",981.97,"5,503.03"
 7/15/21,SL,2014,KIA,SOUL BASE,35,"12,995.00","12,435.20",0.00,100.00,"5,110.00","1,902.29","5,982.71"
 6/11/21,SL,2012,KIA,SPORTAGE BASE; EX; L,60,"14,995.00","14,621.15","1,500.00",205.00,"8,190.00",782.62,"6,022.38"
 6/22/21,SL,2011,HONDA,PILOT EXL,50,"14,495.00","14,089.05","1,500.00",225.00,"7,590.00","1,220.41","5,684.59"
 6/14/21,SL,2011,NISSAN,FRONTIER S; SL; PRO-,48,"18,995.00","19,116.90",200.00,130.00,"12,895.00",570.00,"5,530.00"
 7/5/21,SL,2013,HONDA,CIVIC LX,51,"13,995.00","14,560.80",500.00,115.00,"7,540.00",350.00,"6,105.00"
 7/2/21,SL,2016,NISSAN,VERSA S; SL; SV,37,"11,995.00","11,429.95","1,500.00",200.00,"5,260.00",450.00,"6,285.00"
 7/1/21,SL,2015,KIA,SPORTAGE EX; LX,27,"14,995.00","15,284.30",600.00,200.00,"7,010.00",120.00,"7,865.00"
 7/15/21,SL,2014,HONDA,CR-V LX,78,"13,995.00","14,540.80",800.00,115.00,"7,455.00",730.99,"5,809.01"
 7/3/21,SL,2015,CHEVROLET,TAHOE,40,"31,995.00","28,469.45","6,000.00",220.00,"24,500.00",893.65,"6,601.35"
 7/15/21,SL,2016,TOYOTA,CAMRY SE; LE; XLE; X,27,"16,495.00","15,775.00","2,000.00",115.00,"8,970.00",120.00,"7,405.00"
 7/21/21,SL,2016,JEEP,PATRIOT,61,"11,995.00","12,193.84",0.00,200.00,"5,000.00",0.00,"6,995.00"
 6/25/21,CD,1999,BUICK,LESABRE,55,98.13,200.00,0.00,200.00,400.00,0.00,-301.87
 5/11/21,SL,2016,HONDA,CIVIC EX-L,78,"16,495.00","15,594.30",0.00,130.00,"10,300.00","1,137.29","5,057.71"
 6/11/21,SL,2015,NISSAN,ROGUE S; SL; SV,51,"15,495.00","14,932.20","2,000.00",125.00,"8,970.00",410.00,"6,115.00"
 5/27/21,SL,2011,HONDA,PILOT EXL-NAVI,69,"15,495.00","15,862.15",0.00,110.00,"8,040.00",739.08,"6,715.92"
 7/10/21,SL,2013,TOYOTA,CAMRY SE; LE; XLE,19,"14,995.00","14,400.45","2,000.00",225.00,"7,940.00","1,442.22","5,612.78"
 7/3/21,SL,2018,NISSAN,ALTIMA 2.5; 2.5 S; 2,52,"16,995.00","17,312.35",500.00,125.00,"9,340.00",170.00,"7,485.00"
 5/26/21,SL,2012,HONDA,CR-V EX-L,77,"13,995.00","14,119.40","1,000.00",100.00,"9,040.00",724.80,"4,230.20"
 6/28/21,SL,2012,HONDA,CIVIC LX,34,"12,495.00","12,945.20",800.00,215.00,"6,310.00",120.00,"6,065.00"
 7/26/21,SL,2012,HONDA,CR-V EX,9,"13,995.00","14,340.10","1,000.00",225.00,"10,200.00",0.00,"3,795.00"
 7/26/21,SL,2013,TOYOTA,CAMRY SE; LE; XLE,22,"14,995.00","15,403.95","1,000.00",225.00,"8,670.00",120.00,"6,205.00"
 5/14/21,SL,2013,HONDA,CR-V LX,77,"13,995.00","16,975.35","1,000.00",500.00,"7,310.00","1,112.06","5,572.94"
 6/12/21,SL,2012,HONDA,CR-V EX-L,76,"12,995.00","13,356.60",700.00,115.00,"6,610.00",120.00,"6,265.00"
 5/10/21,SL,2009,FORD,EXPEDITION EDDIE BAU,79,"15,995.00","16,166.40","1,300.00",135.00,"7,500.00",694.99,"7,800.01"
 4/30/21,SL,2019,KAUFMAN,MINI-5 TRI/A,90,"19,600.00","18,305.90",0.00,350.00,"17,100.00",0.00,"2,500.00"
 6/11/21,SL,2015,KIA,SORENTO LX,50,"16,495.00","15,775.00","2,000.00",225.00,"9,490.00","1,269.06","5,735.94"
 7/13/21,SL,2012,HONDA,CR-V LX,53,"12,995.00","13,496.95",500.00,215.00,"6,795.00",759.09,"5,440.91"
 5/27/21,SL,2013,HONDA,ACCORD LX,70,"13,995.00","14,621.15",500.00,250.00,"6,650.00",982.69,"6,362.31"
 7/27/21,SL,2013,HONDA,CR-V EX-L,63,"16,495.00","15,995.70","2,000.00",230.00,"9,885.00","1,023.96","5,586.04"
 7/23/21,SL,2015,TOYOTA,CAMRY SE; LE; XLE; X,9,"16,495.00","16,969.20",750.00,250.00,"9,270.00","1,875.86","5,349.14"
 5/25/21,WH,2012,HYUNDAI,VELOSTER,90,"2,530.00","2,530.00",0.00,"2,530.00","4,360.00",0.00,"-1,830.00"
 6/2/21,WH,2016,NISSAN,ALTIMA 2.5 SR,64,"1,500.00","1,500.00",0.00,"1,500.00","1,500.00",0.00,0.00
 6/3/21,SL,2015,DODGE,CHARGER SE; SXT,65,"18,995.00","17,651.65","3,000.00",515.00,"11,100.00",0.00,"7,895.00"
 6/2/21,WH,2016,HYUNDAI,ACCENT SE,65,"1,200.00","1,200.00",0.00,"1,200.00","1,200.00",0.00,0.00
 5/27/21,SL,2012,HONDA,CR-V EX-L,93,"15,995.00","16,748.50",500.00,125.00,"9,880.00",741.36,"5,373.64"
 7/8/21,SL,2014,HONDA,CIVIC LX,43,"15,495.00","15,715.00","1,000.00",225.00,"8,640.00",640.00,"6,215.00"
 5/25/21,SL,2012,TOYOTA,COROLLA BASE; S; LE;,77,"12,495.00","12,900.20",600.00,100.00,"7,110.00",863.91,"4,521.09"
 5/14/21,SL,2015,TOYOTA,CAMRY SE; LE; XLE; X,93,"15,995.00","16,186.40","1,000.00",225.00,"9,240.00","1,583.85","5,171.15"
 5/25/21,SL,2014,TOYOTA,COROLLA CE; S; LE,68,"15,495.00","16,216.75",500.00,235.00,"9,930.00",728.98,"4,836.02"
 7/3/21,SL,2014,HONDA,CIVIC LX,53,"14,995.00","14,861.85",200.00,105.00,"8,490.00",820.20,"5,684.80"
 6/8/21,SL,2016,HYUNDAI,ELANTRA LIMITED; SE;,93,"13,495.00","13,587.30","1,000.00",120.00,"5,810.00","2,064.60","5,620.40"
 6/25/21,SL,2012,HONDA,CR-V EX,83,"12,995.00","13,557.30",500.00,200.00,"7,210.00",953.81,"4,831.19"
 5/12/21,SL,2012,HONDA,ACCORD EX-L,83,"14,495.00","14,871.85","1,000.00",220.00,"7,840.00","1,065.98","5,589.02"
 5/6/21,SL,2015,NISSAN,ROGUE S; SL; SV,86,"16,995.00","20,459.52","1,500.00",275.00,"9,480.00","1,472.22","6,042.78"
 6/4/21,WH,2005,HONDA,ACCORD,70,"1,275.00","1,275.00",0.00,"1,275.00",500.00,0.00,775.00
 7/23/21,SL,2017,KIA,RIO LX,48,"12,995.00","13,758.00",300.00,220.00,"6,230.00",922.15,"5,842.85"
 5/19/21,SL,2016,NISSAN,ALTIMA 2.5; 2.5 S; 2,70,"16,995.00","17,109.90","1,200.00",235.00,"10,000.00",801.86,"6,193.14"
 4/27/21,WH,2008,HONDA,ACCORD,527,"2,530.00","2,530.00",0.00,"2,530.00","2,675.00",0.00,-145.00
 6/8/21,SL,2009,TOYOTA,COROLLA,64,"9,995.00","10,366.10",500.00,215.00,"3,500.00","1,017.01","5,477.99"
 6/3/21,WH,2018,MITSUBISHI,OUTLANDER,70,"8,550.00","8,550.00",0.00,"8,550.00","10,500.00",0.00,"-1,950.00"